지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10),안개 계속시간(hr)
105,강릉,2023-06-17,29.2,,2.3,41.8,,,3.3,
105,강릉,2023-06-18,25,,2.6,61.4,,,6.5,
105,강릉,2023-06-19,22.5,,1.9,73.3,,,5.4,
105,강릉,2023-06-20,20.6,,2.1,75.6,,,8.5,
105,강릉,2023-06-21,18.1,40.6,1.7,89,,,7.3,
105,강릉,2023-06-22,20.5,1.2,1.5,77,,,6,
105,강릉,2023-06-23,20.7,,1.9,74.6,,,3.9,
105,강릉,2023-06-24,21.7,,1.6,72.8,,,1.6,
105,강릉,2023-06-25,23.3,,1.3,73.4,,,5,
105,강릉,2023-06-26,20.9,31.9,1,91.4,,,9.6,
105,강릉,2023-06-27,26,1.9,3,64.4,,,4.9,
105,강릉,2023-06-28,28.3,,2.9,54.8,,,4.4,
105,강릉,2023-06-29,24.4,31.6,2.1,73.8,,,8.8,
105,강릉,2023-06-30,20.6,5.7,1,88.5,,,7.9,
105,강릉,2023-07-01,24.4,,1.3,77,,,3.1,
105,강릉,2023-07-02,26.8,,2,63.5,,,6.6,
105,강릉,2023-07-03,23.3,,1.2,81.5,,,3.3,
105,강릉,2023-07-04,24.1,6.1,1.3,82.5,,,7.5,
105,강릉,2023-07-05,28,8.6,3.9,63.6,,,4.3,
105,강릉,2023-07-06,29.8,,5.3,51.8,,,8.3,
105,강릉,2023-07-07,27.1,,1.8,55.5,,,7.1,
105,강릉,2023-07-08,23.8,,1.7,78,,,5.6,
105,강릉,2023-07-09,24.3,32.7,1.5,83.8,,,6.5,
105,강릉,2023-07-10,29.2,1.3,2.4,63,,,6,
105,강릉,2023-07-11,26.8,3.6,3.3,68,,,7.9,
105,강릉,2023-07-12,27.5,4.7,1.9,70.1,,,7.6,
105,강릉,2023-07-13,25.4,11,0.7,87.8,,,10,
105,강릉,2023-07-14,28,11.5,1.3,79.5,,,9.5,
105,강릉,2023-07-15,26.3,7.3,1.7,82,,,9.6,
105,강릉,2023-07-16,26.9,0,1.8,72.6,,,9.6,
105,강릉,2023-07-17,27.5,2,1.2,76.8,,,9,
105,강릉,2023-07-18,24.7,13,1,91.1,,,9.4,
105,강릉,2023-07-19,25,,1.6,81.9,,,3.5,
105,강릉,2023-07-20,25.7,,1.2,78.9,,,2.9,
105,강릉,2023-07-21,26,,1.4,81.6,,,3.9,
105,강릉,2023-07-22,27.5,,1.5,75.1,,,5.1,
105,강릉,2023-07-23,27.5,2.3,1.3,78.1,,,10,
105,강릉,2023-07-24,28.5,0.2,1.3,75.1,,,8,
105,강릉,2023-07-25,30.7,,1.9,60.8,,,7.5,
105,강릉,2023-07-26,30.4,0.4,2,61,,,8.5,
105,강릉,2023-07-27,31.1,,1.4,62.3,,,4.1,
105,강릉,2023-07-28,31.7,,1.3,63.5,,,1.5,
105,강릉,2023-07-29,30.9,,1.2,66.3,,,2.9,
105,강릉,2023-07-30,31.6,,1.4,58,,,4.8,
105,강릉,2023-07-31,30.5,,1.5,62.8,,,5.3,
105,강릉,2023-08-01,29.8,,1,67.8,,,4.9,
105,강릉,2023-08-02,32.9,,1.7,56.5,,,6.3,
105,강릉,2023-08-03,33.4,,2.4,46.5,,,4.1,
105,강릉,2023-08-04,33.2,,1.9,53.9,,,4.9,
105,강릉,2023-08-05,32.4,,1.7,59.4,,,1.9,
105,강릉,2023-08-06,28.1,27.7,1.1,84,,,8.5,
105,강릉,2023-08-07,24.9,39.5,1.6,93,,,8,
105,강릉,2023-08-08,23.3,0.9,1.8,88.6,,,5.5,
105,강릉,2023-08-09,22.3,76.4,1.6,93,,,9.1,
105,강릉,2023-08-10,22.5,270.5,3.4,95.5,,,8.8,
105,강릉,2023-08-11,27.7,,2.7,67.6,,,5.6,
105,강릉,2023-08-12,24.4,0.6,1.2,84.4,,,8.3,
105,강릉,2023-08-13,24.3,,1.1,86.4,,,7.6,
105,강릉,2023-08-14,24.2,,1.4,87.6,,,6.5,
105,강릉,2023-08-15,22.8,2.3,2.2,91,,,7.3,
105,강릉,2023-08-16,24.3,,1.6,82.9,,,6.1,
105,강릉,2023-08-17,25.1,,1.3,83.6,,,5.6,
105,강릉,2023-08-18,24.9,0.3,1.1,86.6,,,6,
105,강릉,2023-08-19,26,,1.2,83.6,,,5.1,
105,강릉,2023-08-20,26.2,21,1.3,88.5,,,7.9,
105,강릉,2023-08-21,27.6,,1.4,82.9,,,5.4,
105,강릉,2023-08-22,30.5,,2.3,65.3,,,3.6,
105,강릉,2023-08-23,26.4,8.6,2.3,79.4,,,7.6,
105,강릉,2023-08-24,23,23,1.1,94,,,9.9,
105,강릉,2023-08-25,25.5,11,1.6,81.6,,,4.6,
105,강릉,2023-08-26,26.4,,2,67.1,,,3.6,
105,강릉,2023-08-27,24.1,,1.6,78.4,,,6.4,
105,강릉,2023-08-28,22.5,7.8,1.1,90.5,,,10,
105,강릉,2023-08-29,26.3,1.9,1.2,85.8,,,9.8,
105,강릉,2023-08-30,23.8,29.3,1.4,88.1,,,8.8,
105,강릉,2023-08-31,23.8,,1.2,80.3,,,8.1,
105,강릉,2023-09-01,24.7,,2.4,65.4,,,3.4,
105,강릉,2023-09-02,24.2,,2,73.3,,,4.3,
105,강릉,2023-09-03,23.7,0,1.1,86.1,,,7.4,
105,강릉,2023-09-04,23.9,0.1,1.2,86.4,,,7.9,
105,강릉,2023-09-05,24.4,,1.4,84.8,,,7.3,
105,강릉,2023-09-06,23.7,,2,82.8,,,3.6,
105,강릉,2023-09-07,22.8,,1.7,77.1,,,0,
105,강릉,2023-09-08,22.7,,1.8,75.9,,,0.6,
105,강릉,2023-09-09,22.7,,1.9,70.5,,,1.4,
105,강릉,2023-09-10,23.2,,1.7,75.4,,,4.1,
105,강릉,2023-09-11,23.8,,1.4,78.5,,,5.5,
105,강릉,2023-09-12,26.2,,1.9,73.8,,,6.4,
105,강릉,2023-09-13,21,41.5,1.2,91.6,,,10,
105,강릉,2023-09-14,20.8,19.3,1.7,94.6,,,9.8,
105,강릉,2023-09-15,21.5,10,0.9,95.8,,,9.9,
105,강릉,2023-09-16,22.1,28.3,0.8,94.4,,,9.5,
105,강릉,2023-09-17,22.6,0.2,1.1,92,,,9.3,
105,강릉,2023-09-18,25.1,0.1,1.3,82.1,,,6.1,
105,강릉,2023-09-19,26.9,,2.2,57.6,,,5.3,
105,강릉,2023-09-20,20.9,92.1,1.7,89.5,,,8.6,
105,강릉,2023-09-21,18.6,10.8,2.5,77.3,,,7.6,
105,강릉,2023-09-22,19.5,,2.1,70.3,,,1.3,
105,강릉,2023-09-23,20.1,1.4,2,75,,,5.1,
105,강릉,2023-09-24,19.7,,1.8,72.9,,,5.8,
105,강릉,2023-09-25,20.8,5.3,1.7,78.8,,,8.5,
105,강릉,2023-09-26,20.1,17,0.7,95.3,,,8.3,
105,강릉,2023-09-27,20.4,10.3,1.1,95.8,,,7.9,
105,강릉,2023-09-28,23.5,,1.7,72,,,3.1,
105,강릉,2023-09-29,21.1,,2.1,65.5,,,7,
105,강릉,2023-09-30,21.2,0.4,2.5,61.6,,,7.5,
105,강릉,2023-10-01,19.1,,2.4,55.1,,,0.4,
105,강릉,2023-10-02,18.1,,2.8,52.1,,,1.4,
105,강릉,2023-10-03,18.2,,2.4,59.3,,,7,
105,강릉,2023-10-04,20.4,,2.7,53.8,,,6.3,
105,강릉,2023-10-05,16.2,,2.4,44.8,,,2.1,
105,강릉,2023-10-06,15.7,,2.4,54.1,,,3.9,
105,강릉,2023-10-07,17.1,,2,63.8,,,7.6,
105,강릉,2023-10-08,16.5,,1.6,76.6,,,8.3,
105,강릉,2023-10-09,16.8,0.1,2.1,77.6,,,6.9,
105,강릉,2023-10-10,16.6,2.7,2.5,74.1,,,3.3,
105,강릉,2023-10-11,17,,2.7,67.1,,,3.6,
105,강릉,2023-10-12,17.5,,2.3,70.8,,,4.1,
105,강릉,2023-10-13,17.7,,1.6,72.1,,,7.1,
105,강릉,2023-10-14,16.2,0.9,2,70.4,,,6.3,
105,강릉,2023-10-15,18.5,,3.1,54.8,,,0.5,
105,강릉,2023-10-16,16.6,0.4,1.8,67,,,4,
105,강릉,2023-10-17,15.5,,2.3,55.1,,,0,
105,강릉,2023-10-18,19.8,,3,39.3,,,5.3,
105,강릉,2023-10-19,19.2,,2.9,58.1,,,9.8,
105,강릉,2023-10-20,15,,3,34.6,,,2.5,
105,강릉,2023-10-21,10.9,,2.5,49.4,,,2,
105,강릉,2023-10-22,15.7,,3.2,40.8,,,2.8,
105,강릉,2023-10-23,17.1,,2.1,50.1,,,1.6,
105,강릉,2023-10-24,18.1,,2,51.6,,,3,
105,강릉,2023-10-25,19.3,,2.1,51.9,,,0,
105,강릉,2023-10-26,20,0,3,50.1,,,4,
105,강릉,2023-10-27,13.2,22,2.3,80.3,,,7.4,
105,강릉,2023-10-28,13.2,,2,77.9,,,4.4,
105,강릉,2023-10-29,13.8,,2.3,72,,,2.6,
105,강릉,2023-10-30,17.1,,1.7,53.8,,,1.4,
105,강릉,2023-10-31,20.1,,3,35.8,,,1,
105,강릉,2023-11-01,21.5,,3.6,55.5,,,3.8,
105,강릉,2023-11-02,24.3,,2.9,40.6,,,2,
105,강릉,2023-11-03,21.4,8.5,3.7,56.5,,,7.9,
105,강릉,2023-11-04,14.9,30,1.4,94.6,,,8.8,
105,강릉,2023-11-05,15.7,0.7,0.9,94.8,,,8.5,
105,강릉,2023-11-06,17.8,1.8,5.7,59.1,,,5.1,
105,강릉,2023-11-07,10.8,,4.7,42.5,,,0.8,
105,강릉,2023-11-08,11.2,,2.1,59.4,,,2.8,
105,강릉,2023-11-09,15.5,,2.2,59.8,,,3.3,
105,강릉,2023-11-10,11.6,,3.3,42.8,,,5.4,
105,강릉,2023-11-11,6.5,,1.8,50.8,,,4.9,
105,강릉,2023-11-12,5.2,,2.5,37.6,,,3,
105,강릉,2023-11-13,6.6,,2.6,31.6,,,0.3,
105,강릉,2023-11-14,8.6,,2.4,36.3,,,2.8,
105,강릉,2023-11-15,9.2,,1.9,48.3,,,0.5,
105,강릉,2023-11-16,9.5,,2.2,58.3,,,8.3,
105,강릉,2023-11-17,6.1,,3,45.5,,,3.3,
105,강릉,2023-11-18,3.5,,4.5,38.9,,,0.3,
105,강릉,2023-11-19,10.1,,3.9,48.1,,,1.5,
105,강릉,2023-11-20,8.9,,2.1,52.1,,,0,
105,강릉,2023-11-21,15.1,,3,22.3,,,0.4,
105,강릉,2023-11-22,15.5,,2.7,36.5,,,3,
105,강릉,2023-11-23,15.4,,3.6,38.6,,,2.6,
105,강릉,2023-11-24,3.2,,3,30.5,,,0.4,
105,강릉,2023-11-25,1.7,,1.9,36.3,,,2.6,
105,강릉,2023-11-26,7.4,,2,37.5,,,6.9,
105,강릉,2023-11-27,9.9,,3.2,56.6,,,7.3,
105,강릉,2023-11-28,5.2,,3.1,39,,,1.4,
105,강릉,2023-11-29,3.1,,3.2,40.9,,,3.1,
105,강릉,2023-11-30,-0.8,,3.2,35.3,,,1,
105,강릉,2023-12-01,1.1,,3.1,32.3,,,0.4,
105,강릉,2023-12-02,5.1,,3.5,42.9,,,3.1,
105,강릉,2023-12-03,4.6,,1.7,40.9,,,0,
105,강릉,2023-12-04,7.7,,2.6,27.6,,,1.3,
105,강릉,2023-12-05,7.8,,2.3,50.4,,,0.8,
105,강릉,2023-12-06,9.7,5.7,2.5,57.6,,,4.8,
105,강릉,2023-12-07,8.6,,3,40.5,,,2.4,
105,강릉,2023-12-08,13.4,,1.6,47.1,,,1,
105,강릉,2023-12-09,16.5,,3.2,58.8,,,1.8,
105,강릉,2023-12-10,10.6,31.4,1.6,85.4,,,8.4,
105,강릉,2023-12-11,8.8,91.2,2.7,95.8,,,8.9,
105,강릉,2023-12-12,4.4,17.2,2.3,93,,,6.8,
105,강릉,2023-12-13,6.9,,1.3,77.3,,,3.4,
105,강릉,2023-12-14,7,16.2,1.7,86.5,,,8.4,
105,강릉,2023-12-15,2.7,52.4,2.4,95.6,,,8.8,
105,강릉,2023-12-16,0,0.1,3.4,57.6,,,5.1,
105,강릉,2023-12-17,-6.4,,4.1,35.3,,,0.9,
105,강릉,2023-12-18,-3.4,,2.9,33.9,,,6.6,
105,강릉,2023-12-19,-0.3,,1.9,48,,,6.1,
105,강릉,2023-12-20,-3.2,,3.3,48.8,,,2,
105,강릉,2023-12-21,-7.5,,4,36.4,,,0.5,
105,강릉,2023-12-22,-7.1,,4,35.3,,,0.9,
105,강릉,2023-12-23,-2.3,,2.9,32.8,,,2.6,
105,강릉,2023-12-24,0.5,,2.7,47.5,,,3.4,
105,강릉,2023-12-25,2,,3.2,50.3,,,3.4,
105,강릉,2023-12-26,4.2,,3.4,50,,,2.9,
105,강릉,2023-12-27,2.7,,1.9,64.9,,,1.6,
105,강릉,2023-12-28,3.9,,2.5,53.4,,,2.4,
105,강릉,2023-12-29,5.7,,2.6,44.5,,,0.4,
105,강릉,2023-12-30,4.5,0.3,1.9,66.8,,,7.9,
105,강릉,2023-12-31,3,14.7,2.2,92,,,9.5,
105,강릉,2024-01-01,3.8,1.3,1,83.6,,,6.9,
105,강릉,2024-01-02,6.1,,3.3,53.5,,,6.1,
105,강릉,2024-01-03,4.6,,2.1,53.5,,,5.8,
105,강릉,2024-01-04,4.5,,4,44.5,,,1.4,
105,강릉,2024-01-05,8.2,,4.6,50,,,0.8,
105,강릉,2024-01-06,4.1,,3.1,40.6,,,1.5,
105,강릉,2024-01-07,-0.8,,2.9,35.8,,,0.4,
105,강릉,2024-01-08,-0.6,,2.6,29.3,,,3.4,
105,강릉,2024-01-09,3.2,,1.5,60.3,,,7.3,
105,강릉,2024-01-10,2.7,,1.9,61.1,,,4,
105,강릉,2024-01-11,3.9,,4.7,47,,,0.5,
105,강릉,2024-01-12,5.4,,2.2,36.4,,,0,
105,강릉,2024-01-13,0.9,,1.8,46.1,,,0.6,
105,강릉,2024-01-14,6.3,,3.2,43.4,,,3.8,
105,강릉,2024-01-15,2,,2.3,47.1,,,1.8,
105,강릉,2024-01-16,2.3,,2,43.3,,,0.6,
105,강릉,2024-01-17,8.2,,3.8,42.4,,,7.3,
105,강릉,2024-01-18,5.9,1.4,1.9,78,,,9.5,
105,강릉,2024-01-19,2.6,2.3,1,90.1,,,9.6,
105,강릉,2024-01-20,1.7,38.8,2.4,96.6,,,9.4,
105,강릉,2024-01-21,1,3,1.3,91.1,,,7.4,
105,강릉,2024-01-22,-3.5,,4.5,52.9,,,2.9,
105,강릉,2024-01-23,-8.8,,4.1,46.9,,,3,
105,강릉,2024-01-24,-7,,3.3,43.5,,,1.9,
105,강릉,2024-01-25,-2.8,,2.4,40.4,,,0.9,
105,강릉,2024-01-26,0.9,,2.2,41.8,,,1.3,
105,강릉,2024-01-27,2.1,,2.1,53.4,,,2.9,
105,강릉,2024-01-28,1.8,,1.9,52,,,1.8,
105,강릉,2024-01-29,1.8,,1.8,51.4,,,1.6,
105,강릉,2024-01-30,1.4,,1.9,63.5,,,1.5,
105,강릉,2024-01-31,5,,1.3,57.4,,,1.6,
105,강릉,2024-02-01,1.1,9,1.5,86.1,,,8.1,
105,강릉,2024-02-02,0.8,0.4,0.8,91.5,,,9.3,
105,강릉,2024-02-03,1.9,0.1,0.9,88.1,,,9.6,
105,강릉,2024-02-04,2.6,,1.2,85.1,,,9.5,
105,강릉,2024-02-05,0.3,29.9,1.7,95.9,,,9.9,
105,강릉,2024-02-06,0.2,0.1,1.1,80.5,,,9,
105,강릉,2024-02-07,0.4,0.1,1.1,85.5,,,6.1,
105,강릉,2024-02-08,1.3,,1.8,69.8,,,1.4,
105,강릉,2024-02-09,2.1,,1.9,66.5,,,3.3,
105,강릉,2024-02-10,3.3,,1.9,51.3,,,1.1,
105,강릉,2024-02-11,3,,2.8,45.6,,,2.1,
105,강릉,2024-02-12,6.8,,2.7,37.1,,,0,
105,강릉,2024-02-13,12.3,,5.1,47.4,,,0.8,
105,강릉,2024-02-14,16.4,,3.2,52.5,,,5.1,
105,강릉,2024-02-15,3.7,31.9,2.4,89.8,,,9.5,
105,강릉,2024-02-16,3.2,,1.6,70.8,,,2.1,
105,강릉,2024-02-17,10.1,,3.8,33.8,,,0.8,
105,강릉,2024-02-18,12.7,0.2,2.3,47.1,,,5.8,
105,강릉,2024-02-19,8.4,7.6,1.4,90.3,,,8.4,
105,강릉,2024-02-20,2.7,33.6,1,96.3,,,9.8,
105,강릉,2024-02-21,1,35.6,1.6,98.1,,,10,
105,강릉,2024-02-22,-0.7,18.6,1.7,94,,,9.9,
105,강릉,2024-02-23,-0.6,4.1,1.3,88.6,,,9.5,
105,강릉,2024-02-24,0.1,0.7,1.1,85,,,10,
105,강릉,2024-02-25,1.2,2,1.2,91.8,,,7.6,
105,강릉,2024-02-26,1.2,1.4,1.6,87.8,,,6.6,
105,강릉,2024-02-27,1.8,,1.3,75.3,,,7.4,
105,강릉,2024-02-28,3.2,,1.3,73.9,,,6,
105,강릉,2024-02-29,3.6,,1,75.5,,,9.1,
105,강릉,2024-03-01,-0.3,,2.9,37.5,,,0.8,
105,강릉,2024-03-02,0.2,,4,41.8,,,4.6,
105,강릉,2024-03-03,4.5,,2,57.6,,,3,
105,강릉,2024-03-04,4.7,,1.4,62.9,,,3.3,
105,강릉,2024-03-05,3.4,6.3,1.6,84.1,,,10,
105,강릉,2024-03-06,2.5,2.9,2.3,82.5,,,9.6,
105,강릉,2024-03-07,3.2,0.7,1.4,80.9,,,5.5,
105,강릉,2024-03-08,3.1,,2.6,48.4,,,4.3,
105,강릉,2024-03-09,1.5,,2.1,54,,,0.9,
105,강릉,2024-03-10,6.9,,2.3,37.1,,,1,
105,강릉,2024-03-11,10,,2.4,28.3,,,9.3,
105,강릉,2024-03-12,4.7,,1.8,67.6,,,3.3,
105,강릉,2024-03-13,8,,3,46.9,,,0.5,
105,강릉,2024-03-14,12,,3,33.6,,,0,
105,강릉,2024-03-15,15.4,,4.2,28.5,,,0,
105,강릉,2024-03-16,12.6,,2,56.6,,,2.4,
105,강릉,2024-03-17,11.2,,3.5,45.3,,,4.3,
105,강릉,2024-03-18,7.4,,2.2,44.5,,,2.5,
105,강릉,2024-03-19,8.2,2.7,3.2,51.3,,,6.8,
105,강릉,2024-03-20,2.1,9.4,1.8,85.5,,,6.4,
105,강릉,2024-03-21,3.9,,2.3,58.6,,,1.8,
105,강릉,2024-03-22,7.5,0.7,1.8,69.8,,,7.5,
105,강릉,2024-03-23,8,1.4,1.1,79.9,,,6.9,
105,강릉,2024-03-24,8.6,,1.3,81.5,,,7.5,
105,강릉,2024-03-25,7.7,9.8,1.6,87.5,,,10,
105,강릉,2024-03-26,4.4,32.1,1.8,86.3,,,6.1,
105,강릉,2024-03-27,10.2,,1.1,68.3,,,5.5,
105,강릉,2024-03-28,12.7,0,1.6,62.9,,,7.9,
105,강릉,2024-03-29,12.6,,4,44.1,,,1.3,
105,강릉,2024-03-30,10.6,,2.8,45.6,,,1.8,
105,강릉,2024-03-31,10.7,,1.4,44.8,,,2.4,
105,강릉,2024-04-01,11.3,,1.8,47.5,,,1.5,
105,강릉,2024-04-02,12.3,,1.6,55.4,,,3.8,
105,강릉,2024-04-03,8.6,2.9,1.2,83.4,,,9.5,
105,강릉,2024-04-04,10.1,,1.3,67.3,,,8.6,
105,강릉,2024-04-05,12.9,,1.7,58.9,,,3.8,
105,강릉,2024-04-06,17.8,,2.1,40.8,,,4,
105,강릉,2024-04-07,19.7,,2.6,31.1,,,1.4,
105,강릉,2024-04-08,18,,2.3,44.5,,,8.4,
105,강릉,2024-04-09,8.6,,2.7,54.1,,,1.6,
105,강릉,2024-04-10,12.9,,1.6,52.8,,,4.8,
105,강릉,2024-04-11,16.4,,1.2,55.6,,,6.9,
105,강릉,2024-04-12,19.6,,1.7,49,,,0,
105,강릉,2024-04-13,21.8,,1.7,42.8,,,0.6,
105,강릉,2024-04-14,21.3,,1.8,44.9,,,2.5,
105,강릉,2024-04-15,17.2,1.6,1.2,72.1,,,7,
105,강릉,2024-04-16,18.5,,3.7,50.4,,,1.8,
105,강릉,2024-04-17,16.4,,2.1,53.9,,,2.3,
105,강릉,2024-04-18,16.1,,1.3,64.1,,,0,
105,강릉,2024-04-19,18.8,,2,55.9,,,3.4,
105,강릉,2024-04-20,13.1,20.5,2,91.4,,,9.9,
105,강릉,2024-04-21,13.9,6.6,1.6,92.8,,,9.1,
105,강릉,2024-04-22,14.7,,2,75.9,,,6.8,
105,강릉,2024-04-23,13.6,1,1.7,76.6,,,8.1,
105,강릉,2024-04-24,10.8,9.3,1.5,88.4,,,7,
105,강릉,2024-04-25,21.4,,3.1,42.3,,,0,
105,강릉,2024-04-26,22.2,,1.9,36.3,,,3.4,
105,강릉,2024-04-27,23.6,,1.9,37.8,,,0,
105,강릉,2024-04-28,16.3,,2.7,66.3,,,5.3,
105,강릉,2024-04-29,12.8,,2.4,76.9,,,7.3,
105,강릉,2024-04-30,12.2,,1.7,80.6,,,8.9,
105,강릉,2024-05-01,13.3,,1.9,67.9,,,4,
105,강릉,2024-05-02,17.7,,1.5,47.4,,,0,
105,강릉,2024-05-03,21.4,,2,40.8,,,0,
105,강릉,2024-05-04,23,,1.7,41.5,,,2.1,
105,강릉,2024-05-05,21.5,0.6,2.3,63.6,,,9.9,
105,강릉,2024-05-06,18.8,,3.1,70.1,,,8.4,
105,강릉,2024-05-07,11.2,20.4,2.5,93.6,,,9.4,
105,강릉,2024-05-08,12.7,,1.5,67.3,,,2.5,
105,강릉,2024-05-09,19.6,,3.3,41.8,,,0.5,
105,강릉,2024-05-10,23.6,,3.3,38.8,,,3,
105,강릉,2024-05-11,22.2,,3.3,47.4,,,7.5,
105,강릉,2024-05-12,18.9,,2.1,49.5,,,3.5,
105,강릉,2024-05-13,19.3,,2.4,41.1,,,0,
105,강릉,2024-05-14,24.1,,2.8,31.3,,,0,
105,강릉,2024-05-15,15.8,29.1,3.4,66.6,,,6,
105,강릉,2024-05-16,12.5,26.2,3.4,67.6,,,6.9,
105,강릉,2024-05-17,21.8,,3.9,40.8,,,2.6,
105,강릉,2024-05-18,26.4,,4.3,29.5,,,0,
105,강릉,2024-05-19,20.8,,2.5,52.5,,,0,
105,강릉,2024-05-20,15,0.5,1.5,79.1,,,8.8,
105,강릉,2024-05-21,16.2,,1.6,74.1,,,4.6,
105,강릉,2024-05-22,22,,1.9,60.3,,,3.4,
105,강릉,2024-05-23,27.4,,3,38.1,,,1.6,
105,강릉,2024-05-24,17.1,,1.9,74.3,,,8,
105,강릉,2024-05-25,17.4,,1.9,63.8,,,6.8,
105,강릉,2024-05-26,20.3,0,1.3,70.8,,,9,
105,강릉,2024-05-27,21.8,,3.5,44.8,,,5.1,
105,강릉,2024-05-28,17.4,,2.3,62.8,,,3.5,
105,강릉,2024-05-29,23.3,,1.9,44.6,,,1.6,
105,강릉,2024-05-30,21.5,,1.6,50.1,,,9.4,
105,강릉,2024-05-31,21,,1.5,66.9,,,5.4,
105,강릉,2024-06-01,16.9,5.1,1.5,83.9,,,7.8,
105,강릉,2024-06-02,16.4,3.6,1.3,79.6,,,5.9,
105,강릉,2024-06-03,17.5,,2.1,69.8,,,0.4,
105,강릉,2024-06-04,19.5,,1.8,63.8,,,0,
105,강릉,2024-06-05,20.4,,1.4,73.9,,,3.9,
105,강릉,2024-06-06,22.6,,1.5,64.8,,,4.8,
105,강릉,2024-06-07,22.8,,1.3,60,,,6.4,
105,강릉,2024-06-08,20.7,0.8,1.5,78.5,,,7.6,
105,강릉,2024-06-09,24.3,,1.5,63.4,,,4.4,
105,강릉,2024-06-10,27.5,,2.1,50.5,,,0.8,
105,강릉,2024-06-11,29.7,,2.5,48.8,,,2.8,
105,강릉,2024-06-12,29.5,,2.5,38.6,,,2.5,
105,강릉,2024-06-13,26.1,,2,57.6,,,2.4,
105,강릉,2024-06-14,25.3,,1.6,70.5,,,4.3,
105,강릉,2024-06-15,23.6,13.1,1.1,80.6,,,8.5,
105,강릉,2024-06-16,24.4,,2,59.5,,,0.4,
105,강릉,2024-06-17,28.5,,3.3,37.9,,,4.6,
105,강릉,2024-06-18,27.8,,2.1,46.5,,,0.1,
105,강릉,2024-06-19,29.1,,2.2,49.9,,,0.9,
105,강릉,2024-06-20,28.4,,2.2,52.1,,,4.5,
105,강릉,2024-06-21,25.9,,1.8,60.9,,,5,
105,강릉,2024-06-22,22.3,15.8,1.2,88,,,9.9,
105,강릉,2024-06-23,22.4,14.8,1.5,91.5,,,9.3,
105,강릉,2024-06-24,23.6,8.2,1.8,79.1,,,7.1,
105,강릉,2024-06-25,23.6,,2.1,57.5,,,5.9,
105,강릉,2024-06-26,25.1,,2,55,,,1.6,
105,강릉,2024-06-27,27.1,,2,55.9,,,3.4,
105,강릉,2024-06-28,26.4,,1.9,56.8,,,2,
105,강릉,2024-06-29,26.6,19.6,1.9,64.8,,,4.8,
105,강릉,2024-06-30,23.8,12.8,1.7,87.5,,,8.1,
105,강릉,2024-07-01,27.2,,2.3,67.6,,,2.5,
105,강릉,2024-07-02,22.2,43.8,1.4,91.3,,,9.6,
105,강릉,2024-07-03,27.1,0,3.1,67.1,,,9.1,
105,강릉,2024-07-04,29.1,,3,59.4,,,5.9,
105,강릉,2024-07-05,28.9,,4.7,53.8,,,5.9,
108,서울,2023-06-01,22.8,,1.9,66.9,,,8.3,
108,서울,2023-06-02,20.4,0,2.3,77.4,,,3.5,
108,서울,2023-06-03,22,,2.7,60.1,,,2.1,
108,서울,2023-06-04,22.1,,2.4,61,,,3.3,
108,서울,2023-06-05,21.5,,2.6,66.9,,,4.4,
108,서울,2023-06-06,20.3,0,2.6,72.9,,,6.1,
108,서울,2023-06-07,21.4,0,2.1,75.3,,,8.9,
108,서울,2023-06-08,20.4,1.9,2.4,80.5,,,8.4,
108,서울,2023-06-09,23.3,1.2,2,64,,,4.6,
108,서울,2023-06-10,23.2,0.8,2.3,70,,,6.9,
108,서울,2023-06-11,22.1,32.2,2.2,76.1,,,6.1,
108,서울,2023-06-12,22.2,0,1.7,70.5,,,6.6,
108,서울,2023-06-13,22,0,2.2,70,,,3.9,
108,서울,2023-06-14,20.6,30.6,1.5,80.3,,,4.1,
108,서울,2023-06-15,22.7,,2.1,70.8,,,2.9,
108,서울,2023-06-16,23.7,,2.1,64.4,,,0.9,
108,서울,2023-06-17,24.2,,2,57.1,,,4.4,
108,서울,2023-06-18,25.9,,2,60.5,,,3.4,
108,서울,2023-06-19,28.5,,2.2,57.8,,,3.3,
108,서울,2023-06-20,24.7,6.4,1.9,64.5,,,8.8,
108,서울,2023-06-21,20.5,24.9,2.1,92.6,,,9.4,
108,서울,2023-06-22,22.5,0,2.2,77.1,,,6.3,
108,서울,2023-06-23,24.4,,1.5,76.6,,,5,
108,서울,2023-06-24,26.4,,2,70.5,,,1.5,
108,서울,2023-06-25,28.2,,2.1,64.9,,,5.8,
108,서울,2023-06-26,24.2,30.3,2.9,88.6,,,10,
108,서울,2023-06-27,25.3,2.5,3.2,73.1,,,6.5,
108,서울,2023-06-28,26.5,0,2.5,77.4,,,8.1,
108,서울,2023-06-29,24.2,63.8,2.3,95.4,,,10,0.5
108,서울,2023-06-30,25.3,1,1.8,89.8,,,7.4,2.2
108,서울,2023-07-01,27.7,,2,76.9,,,1.4,
108,서울,2023-07-02,26.7,,1.9,79.5,,,6.6,
108,서울,2023-07-03,29.1,,1.8,72,,,4.9,
108,서울,2023-07-04,26.1,61.8,2.3,86.8,,,9.8,
108,서울,2023-07-05,24.5,15.3,3.7,82.6,,,5.9,
108,서울,2023-07-06,27.3,,2.7,70.9,,,6.3,
108,서울,2023-07-07,26.7,,2.3,64.9,,,4.1,
